  i  Z(km)      P(bar)      T(K)  
 10 0.0000E+00 2.2163E-06 3.5771E-06
 11 0.0000E+00 2.2163E-06 3.6973E-06
 12 0.0000E+00 2.2163E-06 3.8315E-06
 13 0.0000E+00 2.2163E-06 3.9498E-06
 14 0.0000E+00 2.2163E-06 4.0814E-06
 15 0.0000E+00 2.2163E-06 4.1931E-06
 16 0.0000E+00 2.2163E-06 4.3196E-06
 17 0.0000E+00 2.2163E-06 4.4249E-06
 18 0.0000E+00 2.2163E-06 4.5438E-06
 19 0.0000E+00 2.2163E-06 4.6350E-06
 20 0.0000E+00 2.2163E-06 4.7351E-06
 21 0.0000E+00 2.2163E-06 4.8155E-06
 22 0.0000E+00 2.2163E-06 4.8989E-06
 23 0.0000E+00 2.2163E-06 4.9593E-06
 24 0.0000E+00 2.2163E-06 5.0164E-06
 25 0.0000E+00 2.2163E-06 5.0500E-06
 26 0.0000E+00 2.2163E-06 5.0773E-06
 27 0.0000E+00 2.2163E-06 5.0867E-06
 28 0.0000E+00 2.2163E-06 5.0849E-06
 29 0.0000E+00 2.2163E-06 5.0632E-06
 30 0.0000E+00 2.2163E-06 5.0336E-06
 31 0.0000E+00 2.2163E-06 4.9934E-06
 32 0.0000E+00 2.2163E-06 4.9488E-06
 33 0.0000E+00 2.2163E-06 4.8995E-06
 34 0.0000E+00 2.2163E-06 4.8472E-06
 35 0.0000E+00 2.2163E-06 4.7930E-06
 36 0.0000E+00 2.2163E-06 4.7377E-06
 37 0.0000E+00 2.2163E-06 4.6880E-06
 38 0.0000E+00 2.2163E-06 4.6340E-06
 39 0.0000E+00 2.2163E-06 4.5870E-06
 40 0.0000E+00 2.2163E-06 4.5341E-06
 41 0.0000E+00 2.2163E-06 4.4914E-06
 42 0.0000E+00 2.2163E-06 4.4470E-06
 43 0.0000E+00 2.2163E-06 4.4065E-06
 44 0.0000E+00 2.2163E-06 4.3772E-06
 45 0.0000E+00 2.2163E-06 4.3444E-06
 46 0.0000E+00 2.2163E-06 4.3214E-06
 47 0.0000E+00 2.2163E-06 4.3002E-06
 48 0.0000E+00 2.2163E-06 4.2765E-06
 49 0.0000E+00 2.2163E-06 4.2475E-06
 50 0.0000E+00 2.2163E-06 4.2154E-06
 51 0.0000E+00 2.2163E-06 4.1796E-06
 52 0.0000E+00 2.2163E-06 4.1365E-06
 53 0.0000E+00 2.2163E-06 4.0889E-06
 54 0.0000E+00 2.2163E-06 4.0363E-06
 55 0.0000E+00 2.2163E-06 3.9784E-06
 56 0.0000E+00 2.2163E-06 3.9148E-06
 57 0.0000E+00 2.2163E-06 3.8450E-06
 58 0.0000E+00 2.2163E-06 3.7797E-06
 59 0.0000E+00 2.2163E-06 3.7145E-06
 60 0.0000E+00 2.2163E-06 3.6432E-06
 61 0.0000E+00 2.2163E-06 3.6151E-06
 62 1.0927E-02 1.0939E-02 3.7353E-06
 63 1.0946E-02 1.0959E-02 3.8660E-06
 64 1.0964E-02 1.0978E-02 4.0079E-06
 65 1.0983E-02 1.0997E-02 4.2449E-06
 66 1.1001E-02 1.1016E-02 4.5346E-06
 67 1.1019E-02 1.1036E-02 4.8476E-06
 68 1.1038E-02 1.1055E-02 5.1985E-06
 69 1.1056E-02 1.1075E-02 5.7906E-06
 70 1.1075E-02 1.1095E-02 6.4272E-06
 71 1.1093E-02 1.1115E-02 7.1109E-06
 72 1.1111E-02 1.1135E-02 8.1989E-06
 73 1.1129E-02 1.1155E-02 1.0428E-05
 74 1.1145E-02 1.1176E-02 1.2808E-05
 75 1.1159E-02 1.1197E-02 1.5345E-05
 76 1.1170E-02 1.1218E-02 2.0776E-05
 77 1.1177E-02 1.1239E-02 3.2604E-05
 78 1.1178E-02 1.1261E-02 4.5146E-05
 79 1.1164E-02 1.1283E-02 5.8434E-05
 80 1.1118E-02 1.1306E-02 8.3288E-05
 81 1.1034E-02 1.1329E-02 1.3739E-04
 82 1.0906E-02 1.1353E-02 1.9438E-04
 83 1.0721E-02 1.1377E-02 2.5429E-04
 84 1.0469E-02 1.1401E-02 3.3224E-04
 85 1.0145E-02 1.1426E-02 4.7307E-04
 86 9.7464E-03 1.1451E-02 6.2029E-04
 87 9.2734E-03 1.1475E-02 7.7397E-04
 88 8.7309E-03 1.1500E-02 9.3730E-04
 89 8.1254E-03 1.1525E-02 1.1738E-03
 90 7.4646E-03 1.1549E-02 1.4192E-03
 91 6.7566E-03 1.1572E-02 1.6734E-03
 92 5.9711E-03 1.1595E-02 1.9362E-03
 93 5.2302E-03 1.1617E-02 3.1785E-03
 94 4.4423E-03 1.1638E-02 4.8926E-03
 95 3.6329E-03 1.1658E-02 6.6544E-03
 96 2.8075E-03 1.1675E-02 8.4611E-03
 97 1.9681E-03 1.1687E-02 1.0265E-02
 98 1.1248E-03 1.1695E-02 1.0265E-02
 99 2.7745E-04 1.1699E-02 1.0265E-02
100 0.0000E+00 1.1699E-02 1.0265E-02

  i  Z(km)      P(bar)      T(K)  
  1 7.3667E+06 1.0000E+01 1.8762E+02
  2 7.2645E+06 1.2023E+01 1.8716E+02
  3 7.1627E+06 1.4436E+01 1.8879E+02
  4 7.0607E+06 1.7308E+01 1.9117E+02
  5 6.9582E+06 2.0724E+01 1.9364E+02
  6 6.8553E+06 2.4778E+01 1.9601E+02
  7 6.7520E+06 2.9585E+01 1.9829E+02
  8 6.6483E+06 3.5275E+01 2.0051E+02
  9 6.5444E+06 4.2001E+01 2.0268E+02
 10 6.4402E+06 4.9940E+01 2.0480E+02
 11 6.3359E+06 5.9296E+01 2.0687E+02
 12 6.2314E+06 7.0308E+01 2.0890E+02
 13 6.1268E+06 8.3249E+01 2.1089E+02
 14 6.0222E+06 9.8434E+01 2.1284E+02
 15 5.9175E+06 1.1623E+02 2.1474E+02
 16 5.8128E+06 1.3705E+02 2.1661E+02
 17 5.7081E+06 1.6137E+02 2.1844E+02
 18 5.6035E+06 1.8974E+02 2.2024E+02
 19 5.4990E+06 2.2280E+02 2.2201E+02
 20 5.3946E+06 2.6125E+02 2.2375E+02
 21 5.2903E+06 3.0590E+02 2.2546E+02
 22 5.1863E+06 3.5770E+02 2.2715E+02
 23 5.0824E+06 4.1768E+02 2.2881E+02
 24 4.9788E+06 4.8703E+02 2.3045E+02
 25 4.8754E+06 5.6712E+02 2.3208E+02
 26 4.7722E+06 6.5945E+02 2.3368E+02
 27 4.6694E+06 7.6576E+02 2.3527E+02
 28 4.5669E+06 8.8796E+02 2.3684E+02
 29 4.4647E+06 1.0282E+03 2.3840E+02
 30 4.3628E+06 1.1890E+03 2.3998E+02
 31 4.2613E+06 1.3730E+03 2.4157E+02
 32 4.1603E+06 1.5833E+03 2.4262E+02
 33 4.0600E+06 1.8232E+03 2.4280E+02
 34 3.9608E+06 2.0965E+03 2.4213E+02
 35 3.8631E+06 2.4075E+03 2.4073E+02
 36 3.7671E+06 2.7608E+03 2.3875E+02
 37 3.6730E+06 3.1615E+03 2.3632E+02
 38 3.5808E+06 3.6153E+03 2.3357E+02
 39 3.4908E+06 4.1285E+03 2.3059E+02
 40 3.4030E+06 4.7081E+03 2.2746E+02
 41 3.3173E+06 5.3614E+03 2.2424E+02
 42 3.2337E+06 6.0970E+03 2.2099E+02
 43 3.1523E+06 6.9239E+03 2.1777E+02
 44 3.0730E+06 7.8519E+03 2.1466E+02
 45 2.9956E+06 8.8919E+03 2.1173E+02
 46 2.9202E+06 1.0056E+04 2.0904E+02
 47 2.8465E+06 1.1356E+04 2.0662E+02
 48 2.7745E+06 1.2806E+04 2.0450E+02
 49 2.7041E+06 1.4422E+04 2.0267E+02
 50 2.6350E+06 1.6219E+04 2.0112E+02
 51 2.5673E+06 1.8215E+04 1.9981E+02
 52 2.5008E+06 2.0427E+04 1.9874E+02
 53 2.4355E+06 2.2877E+04 1.9788E+02
 54 2.3712E+06 2.5584E+04 1.9720E+02
 55 2.3079E+06 2.8572E+04 1.9672E+02
 56 2.2456E+06 3.1865E+04 1.9640E+02
 57 2.1842E+06 3.5488E+04 1.9626E+02
 58 2.1235E+06 3.9468E+04 1.9630E+02
 59 2.0637E+06 4.3833E+04 1.9652E+02
 60 2.0046E+06 4.8612E+04 1.9691E+02
 61 1.9461E+06 5.3839E+04 1.9743E+02
 62 1.8883E+06 5.9544E+04 1.9806E+02
 63 1.8312E+06 6.5761E+04 1.9871E+02
 64 1.7746E+06 7.2527E+04 1.9960E+02
 65 1.7185E+06 7.9878E+04 2.0088E+02
 66 1.6630E+06 8.7852E+04 2.0169E+02
 67 1.6080E+06 9.6487E+04 2.0305E+02
 68 1.5535E+06 1.0582E+05 2.0412E+02
 69 1.4996E+06 1.1590E+05 2.0517E+02
 70 1.4463E+06 1.2676E+05 2.0612E+02
 71 1.3935E+06 1.3845E+05 2.0717E+02
 72 1.3413E+06 1.5100E+05 2.0844E+02
 73 1.2897E+06 1.6447E+05 2.0956E+02
 74 1.2386E+06 1.7888E+05 2.1125E+02
 75 1.1879E+06 1.9428E+05 2.1312E+02
 76 1.1376E+06 2.1072E+05 2.1543E+02
 77 1.0876E+06 2.2824E+05 2.1772E+02
 78 1.0379E+06 2.4686E+05 2.2068E+02
 79 9.8851E+05 2.6663E+05 2.2360E+02
 80 9.3917E+05 2.8759E+05 2.2817E+02
 81 8.8978E+05 3.0976E+05 2.3280E+02
 82 8.4036E+05 3.3317E+05 2.3734E+02
 83 7.9098E+05 3.5786E+05 2.4173E+02
 84 7.4171E+05 3.8384E+05 2.4594E+02
 85 6.9262E+05 4.1113E+05 2.4994E+02
 86 6.4378E+05 4.3975E+05 2.5372E+02
 87 5.9528E+05 4.6971E+05 2.5727E+02
 88 5.4718E+05 5.0101E+05 2.6059E+02
 89 4.9955E+05 5.3366E+05 2.6369E+02
 90 4.5245E+05 5.6764E+05 2.6658E+02
 91 4.0595E+05 6.0294E+05 2.6929E+02
 92 3.6008E+05 6.3955E+05 2.7183E+02
 93 3.1490E+05 6.7744E+05 2.7438E+02
 94 2.7040E+05 7.1657E+05 2.7689E+02
 95 2.2662E+05 7.5691E+05 2.7929E+02
 96 1.8359E+05 7.9841E+05 2.8157E+02
 97 1.4133E+05 8.4101E+05 2.8375E+02
 98 9.9891E+04 8.8465E+05 2.8583E+02
 99 5.9313E+04 9.2926E+05 2.8780E+02
100 1.9638E+04 9.7477E+05 2.8970E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.2163E-06 2.4411E-06
  2 0.0000E+00 2.2163E-06 2.6611E-06
  3 0.0000E+00 2.2163E-06 2.7820E-06
  4 0.0000E+00 2.2163E-06 2.9188E-06
  5 0.0000E+00 2.2163E-06 3.0166E-06
  6 0.0000E+00 2.2163E-06 3.1187E-06
  7 0.0000E+00 2.2163E-06 3.2217E-06
  8 0.0000E+00 2.2163E-06 3.3381E-06
  9 0.0000E+00 2.2163E-06 3.4512E-06
 10 0.0000E+00 2.2163E-06 3.5771E-06
 11 0.0000E+00 2.2163E-06 3.6973E-06
 12 0.0000E+00 2.2163E-06 3.8315E-06
 13 0.0000E+00 2.2163E-06 3.9498E-06
 14 0.0000E+00 2.2163E-06 4.0814E-06
 15 0.0000E+00 2.2163E-06 4.1931E-06
 16 0.0000E+00 2.2163E-06 4.3196E-06
 17 0.0000E+00 2.2163E-06 4.4249E-06
 18 0.0000E+00 2.2163E-06 4.5438E-06
 19 0.0000E+00 2.2163E-06 4.6350E-06
 20 0.0000E+00 2.2163E-06 4.7351E-06
 21 0.0000E+00 2.2163E-06 4.8155E-06
 22 0.0000E+00 2.2163E-06 4.8989E-06
 23 0.0000E+00 2.2163E-06 4.9593E-06
 24 0.0000E+00 2.2163E-06 5.0164E-06
 25 0.0000E+00 2.2163E-06 5.0500E-06
 26 0.0000E+00 2.2163E-06 5.0773E-06
 27 0.0000E+00 2.2163E-06 5.0867E-06
 28 0.0000E+00 2.2163E-06 5.0849E-06
 29 0.0000E+00 2.2163E-06 5.0632E-06
 30 0.0000E+00 2.2163E-06 5.0336E-06
 31 0.0000E+00 2.2163E-06 4.9934E-06
 32 0.0000E+00 2.2163E-06 4.9488E-06
 33 0.0000E+00 2.2163E-06 4.8995E-06
 34 0.0000E+00 2.2163E-06 4.8472E-06
 35 0.0000E+00 2.2163E-06 4.7930E-06
 36 0.0000E+00 2.2163E-06 4.7377E-06
 37 0.0000E+00 2.2163E-06 4.6880E-06
 38 0.0000E+00 2.2163E-06 4.6340E-06
 39 0.0000E+00 2.2163E-06 4.5870E-06
 40 0.0000E+00 2.2163E-06 4.5341E-06
 41 0.0000E+00 2.2163E-06 4.4914E-06
 42 0.0000E+00 2.2163E-06 4.4470E-06
 43 0.0000E+00 2.2163E-06 4.4065E-06
 44 0.0000E+00 2.2163E-06 4.3772E-06
 45 0.0000E+00 2.2163E-06 4.3444E-06
 46 0.0000E+00 2.2163E-06 4.3214E-06
 47 0.0000E+00 2.2163E-06 4.3002E-06
 48 0.0000E+00 2.2163E-06 4.2765E-06
 49 0.0000E+00 2.2163E-06 4.2475E-06
 50 0.0000E+00 2.2163E-06 4.2154E-06
 51 0.0000E+00 2.2163E-06 4.1796E-06
 52 0.0000E+00 2.2163E-06 4.1365E-06
 53 0.0000E+00 2.2163E-06 4.0889E-06
 54 0.0000E+00 2.2163E-06 4.0363E-06
 55 0.0000E+00 2.2163E-06 3.9784E-06
 56 0.0000E+00 2.2163E-06 3.9148E-06
 57 0.0000E+00 2.2163E-06 3.8450E-06
 58 0.0000E+00 2.2163E-06 3.7797E-06
 59 0.0000E+00 2.2163E-06 3.7145E-06
 60 0.0000E+00 2.2163E-06 3.6432E-06
 61 0.0000E+00 2.2163E-06 3.6151E-06
 62 1.0830E-02 1.0843E-02 3.7353E-06
 63 1.0849E-02 1.0861E-02 3.8660E-06
 64 1.0867E-02 1.0881E-02 4.0079E-06
 65 1.0885E-02 1.0900E-02 4.2449E-06
 66 1.0903E-02 1.0919E-02 4.5346E-06
 67 1.0921E-02 1.0938E-02 4.8476E-06
 68 1.0940E-02 1.0958E-02 5.1985E-06
 69 1.0958E-02 1.0977E-02 5.7906E-06
 70 1.0977E-02 1.0997E-02 6.4272E-06
 71 1.0995E-02 1.1016E-02 7.1109E-06
 72 1.1013E-02 1.1036E-02 8.1989E-06
 73 1.1030E-02 1.1057E-02 1.0428E-05
 74 1.1046E-02 1.1077E-02 1.2808E-05
 75 1.1060E-02 1.1097E-02 1.5345E-05
 76 1.1071E-02 1.1118E-02 2.0776E-05
 77 1.1078E-02 1.1139E-02 3.2604E-05
 78 1.1079E-02 1.1161E-02 4.5146E-05
 79 1.1062E-02 1.1183E-02 5.8434E-05
 80 1.1012E-02 1.1206E-02 8.3288E-05
 81 1.0926E-02 1.1228E-02 1.3739E-04
 82 1.0794E-02 1.1252E-02 1.9438E-04
 83 1.0604E-02 1.1276E-02 2.5429E-04
 84 1.0349E-02 1.1300E-02 3.3224E-04
 85 1.0021E-02 1.1324E-02 4.7307E-04
 86 9.6191E-03 1.1349E-02 6.2029E-04
 87 9.1444E-03 1.1373E-02 7.7397E-04
 88 8.6018E-03 1.1398E-02 9.3730E-04
 89 7.9981E-03 1.1422E-02 1.1738E-03
 90 7.3414E-03 1.1446E-02 1.4192E-03
 91 6.6396E-03 1.1469E-02 1.6734E-03
 92 5.8628E-03 1.1491E-02 1.9362E-03
 93 5.1320E-03 1.1513E-02 3.1785E-03
 94 4.3557E-03 1.1534E-02 4.8926E-03
 95 3.5596E-03 1.1553E-02 6.6544E-03
 96 2.7490E-03 1.1570E-02 8.4611E-03
 97 1.9254E-03 1.1582E-02 1.0265E-02
 98 1.0981E-03 1.1589E-02 1.0265E-02
 99 2.6667E-04 1.1593E-02 1.0265E-02
100 0.0000E+00 1.1593E-02 1.0265E-02

  i  Z(km)      P(bar)      T(K)  
  1 7.3787E+06 1.0000E+01 1.8788E+02
  2 7.2757E+06 1.2023E+01 1.8982E+02
  3 7.1724E+06 1.4436E+01 1.9184E+02
  4 7.0688E+06 1.7308E+01 1.9389E+02
  5 6.9650E+06 2.0724E+01 1.9594E+02
  6 6.8609E+06 2.4778E+01 1.9797E+02
  7 6.7566E+06 2.9585E+01 1.9999E+02
  8 6.6522E+06 3.5275E+01 2.0198E+02
  9 6.5475E+06 4.2001E+01 2.0395E+02
 10 6.4428E+06 4.9940E+01 2.0589E+02
 11 6.3379E+06 5.9296E+01 2.0781E+02
 12 6.2330E+06 7.0308E+01 2.0970E+02
 13 6.1280E+06 8.3249E+01 2.1156E+02
 14 6.0231E+06 9.8434E+01 2.1339E+02
 15 5.9181E+06 1.1623E+02 2.1520E+02
 16 5.8132E+06 1.3705E+02 2.1698E+02
 17 5.7084E+06 1.6137E+02 2.1873E+02
 18 5.6037E+06 1.8974E+02 2.2046E+02
 19 5.4991E+06 2.2280E+02 2.2217E+02
 20 5.3946E+06 2.6125E+02 2.2385E+02
 21 5.2903E+06 3.0590E+02 2.2552E+02
 22 5.1862E+06 3.5770E+02 2.2717E+02
 23 5.0824E+06 4.1768E+02 2.2880E+02
 24 4.9788E+06 4.8703E+02 2.3041E+02
 25 4.8754E+06 5.6712E+02 2.3201E+02
 26 4.7723E+06 6.5945E+02 2.3359E+02
 27 4.6695E+06 7.6576E+02 2.3516E+02
 28 4.5670E+06 8.8796E+02 2.3673E+02
 29 4.4649E+06 1.0282E+03 2.3828E+02
 30 4.3631E+06 1.1890E+03 2.3985E+02
 31 4.2616E+06 1.3730E+03 2.4144E+02
 32 4.1606E+06 1.5833E+03 2.4255E+02
 33 4.0603E+06 1.8232E+03 2.4278E+02
 34 3.9612E+06 2.0965E+03 2.4214E+02
 35 3.8635E+06 2.4075E+03 2.4075E+02
 36 3.7675E+06 2.7608E+03 2.3877E+02
 37 3.6733E+06 3.1615E+03 2.3634E+02
 38 3.5812E+06 3.6153E+03 2.3359E+02
 39 3.4912E+06 4.1285E+03 2.3061E+02
 40 3.4033E+06 4.7081E+03 2.2747E+02
 41 3.3176E+06 5.3614E+03 2.2425E+02
 42 3.2340E+06 6.0970E+03 2.2100E+02
 43 3.1526E+06 6.9239E+03 2.1778E+02
 44 3.0733E+06 7.8519E+03 2.1467E+02
 45 2.9959E+06 8.8919E+03 2.1174E+02
 46 2.9205E+06 1.0056E+04 2.0905E+02
 47 2.8468E+06 1.1356E+04 2.0664E+02
 48 2.7748E+06 1.2806E+04 2.0452E+02
 49 2.7043E+06 1.4422E+04 2.0268E+02
 50 2.6353E+06 1.6219E+04 2.0113E+02
 51 2.5676E+06 1.8215E+04 1.9982E+02
 52 2.5011E+06 2.0427E+04 1.9875E+02
 53 2.4357E+06 2.2877E+04 1.9788E+02
 54 2.3715E+06 2.5584E+04 1.9721E+02
 55 2.3082E+06 2.8572E+04 1.9672E+02
 56 2.2459E+06 3.1865E+04 1.9641E+02
 57 2.1844E+06 3.5488E+04 1.9627E+02
 58 2.1238E+06 3.9468E+04 1.9631E+02
 59 2.0640E+06 4.3833E+04 1.9653E+02
 60 2.0048E+06 4.8612E+04 1.9692E+02
 61 1.9464E+06 5.3839E+04 1.9744E+02
 62 1.8886E+06 5.9544E+04 1.9806E+02
 63 1.8314E+06 6.5761E+04 1.9870E+02
 64 1.7748E+06 7.2527E+04 1.9961E+02
 65 1.7188E+06 7.9878E+04 2.0088E+02
 66 1.6633E+06 8.7852E+04 2.0170E+02
 67 1.6083E+06 9.6487E+04 2.0305E+02
 68 1.5538E+06 1.0582E+05 2.0412E+02
 69 1.4999E+06 1.1590E+05 2.0517E+02
 70 1.4465E+06 1.2676E+05 2.0612E+02
 71 1.3938E+06 1.3845E+05 2.0717E+02
 72 1.3416E+06 1.5100E+05 2.0844E+02
 73 1.2899E+06 1.6447E+05 2.0955E+02
 74 1.2388E+06 1.7888E+05 2.1124E+02
 75 1.1881E+06 1.9428E+05 2.1312E+02
 76 1.1378E+06 2.1072E+05 2.1542E+02
 77 1.0879E+06 2.2824E+05 2.1772E+02
 78 1.0382E+06 2.4686E+05 2.2067E+02
 79 9.8876E+05 2.6663E+05 2.2364E+02
 80 9.3940E+05 2.8759E+05 2.2835E+02
 81 8.8996E+05 3.0976E+05 2.3299E+02
 82 8.4050E+05 3.3317E+05 2.3753E+02
 83 7.9108E+05 3.5786E+05 2.4191E+02
 84 7.4178E+05 3.8384E+05 2.4611E+02
 85 6.9265E+05 4.1113E+05 2.5010E+02
 86 6.4379E+05 4.3975E+05 2.5386E+02
 87 5.9527E+05 4.6971E+05 2.5738E+02
 88 5.4714E+05 5.0101E+05 2.6068E+02
 89 4.9950E+05 5.3366E+05 2.6376E+02
 90 4.5239E+05 5.6764E+05 2.6664E+02
 91 4.0588E+05 6.0294E+05 2.6933E+02
 92 3.6001E+05 6.3955E+05 2.7185E+02
 93 3.1482E+05 6.7744E+05 2.7436E+02
 94 2.7033E+05 7.1657E+05 2.7685E+02
 95 2.2656E+05 7.5691E+05 2.7924E+02
 96 1.8353E+05 7.9841E+05 2.8151E+02
 97 1.4129E+05 8.4101E+05 2.8368E+02
 98 9.9857E+04 8.8465E+05 2.8574E+02
 99 5.9292E+04 9.2926E+05 2.8771E+02
100 1.9630E+04 9.7477E+05 2.8960E+02
  i  qc(g/g)   qt(g/g)   clima_qt(g/g)  
  1 0.0000E+00 2.2163E-06 2.4411E-06
  2 0.0000E+00 2.2163E-06 2.6611E-06
  3 0.0000E+00 2.2163E-06 2.7820E-06
  4 0.0000E+00 2.2163E-06 2.9188E-06
  5 0.0000E+00 2.2163E-06 3.0166E-06
  6 0.0000E+00 2.2163E-06 3.1187E-06
  7 0.0000E+00 2.2163E-06 3.2217E-06
  8 0.0000E+00 2.2163E-06 3.3381E-06
  9 0.0000E+00 2.2163E-06 3.4512E-06
 10 0.0000E+00 2.2163E-06 3.5771E-06
 11 0.0000E+00 2.2163E-06 3.6973E-06
 12 0.0000E+00 2.2163E-06 3.8315E-06
 13 0.0000E+00 2.2163E-06 3.9498E-06
 14 0.0000E+00 2.2163E-06 4.0814E-06
 15 0.0000E+00 2.2163E-06 4.1931E-06
 16 0.0000E+00 2.2163E-06 4.3196E-06
 17 0.0000E+00 2.2163E-06 4.4249E-06
 18 0.0000E+00 2.2163E-06 4.5438E-06
 19 0.0000E+00 2.2163E-06 4.6350E-06
 20 0.0000E+00 2.2163E-06 4.7351E-06
 21 0.0000E+00 2.2163E-06 4.8155E-06
 22 0.0000E+00 2.2163E-06 4.8989E-06
 23 0.0000E+00 2.2163E-06 4.9593E-06
 24 0.0000E+00 2.2163E-06 5.0164E-06
 25 0.0000E+00 2.2163E-06 5.0500E-06
 26 0.0000E+00 2.2163E-06 5.0773E-06
 27 0.0000E+00 2.2163E-06 5.0867E-06
 28 0.0000E+00 2.2163E-06 5.0849E-06
 29 0.0000E+00 2.2163E-06 5.0632E-06
 30 0.0000E+00 2.2163E-06 5.0336E-06
 31 0.0000E+00 2.2163E-06 4.9934E-06
 32 0.0000E+00 2.2163E-06 4.9488E-06
 33 0.0000E+00 2.2163E-06 4.8995E-06
 34 0.0000E+00 2.2163E-06 4.8472E-06
 35 0.0000E+00 2.2163E-06 4.7930E-06
 36 0.0000E+00 2.2163E-06 4.7377E-06
 37 0.0000E+00 2.2163E-06 4.6880E-06
 38 0.0000E+00 2.2163E-06 4.6340E-06
 39 0.0000E+00 2.2163E-06 4.5870E-06
 40 0.0000E+00 2.2163E-06 4.5341E-06
 41 0.0000E+00 2.2163E-06 4.4914E-06
 42 0.0000E+00 2.2163E-06 4.4470E-06
 43 0.0000E+00 2.2163E-06 4.4065E-06
 44 0.0000E+00 2.2163E-06 4.3772E-06
 45 0.0000E+00 2.2163E-06 4.3444E-06
 46 0.0000E+00 2.2163E-06 4.3214E-06
 47 0.0000E+00 2.2163E-06 4.3002E-06
 48 0.0000E+00 2.2163E-06 4.2765E-06
 49 0.0000E+00 2.2163E-06 4.2475E-06
 50 0.0000E+00 2.2163E-06 4.2154E-06
 51 0.0000E+00 2.2163E-06 4.1796E-06
 52 0.0000E+00 2.2163E-06 4.1365E-06
 53 0.0000E+00 2.2163E-06 4.0889E-06
 54 0.0000E+00 2.2163E-06 4.0363E-06
 55 0.0000E+00 2.2163E-06 3.9784E-06
 56 0.0000E+00 2.2163E-06 3.9148E-06
 57 0.0000E+00 2.2163E-06 3.8450E-06
 58 0.0000E+00 2.2163E-06 3.7797E-06
 59 0.0000E+00 2.2163E-06 3.7145E-06
 60 0.0000E+00 2.2163E-06 3.6432E-06
 61 0.0000E+00 2.2163E-06 3.6151E-06
 62 1.0757E-02 1.0769E-02 3.7353E-06
 63 1.0775E-02 1.0788E-02 3.8660E-06
 64 1.0793E-02 1.0807E-02 4.0079E-06
 65 1.0811E-02 1.0826E-02 4.2449E-06
 66 1.0829E-02 1.0845E-02 4.5346E-06
 67 1.0847E-02 1.0864E-02 4.8476E-06
 68 1.0865E-02 1.0883E-02 5.1985E-06
 69 1.0884E-02 1.0903E-02 5.7906E-06
 70 1.0902E-02 1.0922E-02 6.4272E-06
 71 1.0920E-02 1.0942E-02 7.1109E-06
 72 1.0938E-02 1.0962E-02 8.1989E-06
 73 1.0955E-02 1.0981E-02 1.0428E-05
 74 1.0971E-02 1.1002E-02 1.2808E-05
 75 1.0984E-02 1.1022E-02 1.5345E-05
 76 1.0995E-02 1.1043E-02 2.0776E-05
 77 1.1002E-02 1.1064E-02 3.2604E-05
 78 1.1003E-02 1.1085E-02 4.5146E-05
 79 1.0984E-02 1.1107E-02 5.8434E-05
 80 1.0932E-02 1.1129E-02 8.3288E-05
 81 1.0843E-02 1.1152E-02 1.3739E-04
 82 1.0708E-02 1.1175E-02 1.9438E-04
 83 1.0515E-02 1.1199E-02 2.5429E-04
 84 1.0257E-02 1.1223E-02 3.3224E-04
 85 9.9257E-03 1.1247E-02 4.7307E-04
 86 9.5212E-03 1.1272E-02 6.2029E-04
 87 9.0449E-03 1.1296E-02 7.7397E-04
 88 8.5021E-03 1.1320E-02 9.3730E-04
 89 7.8996E-03 1.1344E-02 1.1738E-03
 90 7.2455E-03 1.1367E-02 1.4192E-03
 91 6.5480E-03 1.1390E-02 1.6734E-03
 92 5.7836E-03 1.1412E-02 1.9362E-03
 93 5.0660E-03 1.1434E-02 3.1785E-03
 94 4.2979E-03 1.1454E-02 4.8926E-03
 95 3.5108E-03 1.1473E-02 6.6544E-03
 96 2.7103E-03 1.1490E-02 8.4611E-03
 97 1.8971E-03 1.1502E-02 1.0265E-02
 98 1.0801E-03 1.1509E-02 1.0265E-02
 99 2.5891E-04 1.1512E-02 1.0265E-02
100 0.0000E+00 1.1513E-02 1.0265E-02

  i  Z(km)      P(bar)      T(K)  
  1 7.3876E+06 1.0000E+01 1.8975E+02
  2 7.2835E+06 1.2023E+01 1.9168E+02
  3 7.1792E+06 1.4436E+01 1.9361E+02
  4 7.0748E+06 1.7308E+01 1.9553E+02
  5 6.9701E+06 2.0724E+01 1.9744E+02
  6 6.8653E+06 2.4778E+01 1.9933E+02
  7 6.7603E+06 2.9585E+01 2.0121E+02
  8 6.6552E+06 3.5275E+01 2.0307E+02
  9 6.5501E+06 4.2001E+01 2.0492E+02
 10 6.4449E+06 4.9940E+01 2.0674E+02
 11 6.3396E+06 5.9296E+01 2.0854E+02
 12 6.2344E+06 7.0308E+01 2.1033E+02
 13 6.1291E+06 8.3249E+01 2.1210E+02
 14 6.0239E+06 9.8434E+01 2.1384E+02
 15 5.9187E+06 1.1623E+02 2.1557E+02
 16 5.8137E+06 1.3705E+02 2.1728E+02
 17 5.7087E+06 1.6137E+02 2.1897E+02
 18 5.6039E+06 1.8974E+02 2.2065E+02
 19 5.4992E+06 2.2280E+02 2.2231E+02
 20 5.3947E+06 2.6125E+02 2.2395E+02
 21 5.2904E+06 3.0590E+02 2.2558E+02
 22 5.1863E+06 3.5770E+02 2.2719E+02
