  P49	HSO			= HS	+ O		4.126916e-19
  T4	N2O			= N2	+ O		1.637590e-23
  R562	SO21	+ O2		= O	+ SO3		3.715809e-25
  T5	NO2			= NO	+ O		1.071851e-39
  R540	CS	+ O2		= OCS	+ O		1.257659e-44
  R187	H	+ NO		= NH	+ O		2.578753e-46
  T41	SO3			= SO2	+ O		2.942652e-70

O				LOSS RXS		INT RX RATE	TL = 2.88e+12

  M35	O	+ O2		= O3			1.185017e+12
  R441	O	+ HO2		= OH	+ O2		9.955806e+11
  R445	O	+ OH		= O2	+ H		4.353277e+11
  M34	O	+ O		= O2			1.122490e+11 (x2)
  M16	H	+ O		= OH			2.046015e+10
  R428	O	+ CHO2		= CO2	+ OH		1.420383e+10
  R426	O	+ CHO		= CO	+ OH		4.645296e+08
  R427	O	+ CHO		= CO2	+ H		4.645296e+08
  M31	O	+ CO		= CO2			3.932655e+08
  R433	O	+ H2		= H	+ OH		1.837814e+08
  R422	O	+ CH3O2		= CH3O	+ O2		1.591055e+08
  R413	O	+ CH2O		= CHO	+ OH		1.245610e+08
  R415	O	+ CH3		= CH2O	+ H		1.186794e+08
  R416	O	+ CH3		= CO	+ H2	+ H	4.848903e+07
  R444	O	+ O3		= O2	+ O2		2.293007e+07
  R434	O	+ H2O2		= OH	+ HO2		7.783606e+06
  R419	O	+ CH3O		= CH2O	+ OH		3.359458e+06
  R423	O	+ CH4		= CH3	+ OH		1.489363e+06
  R420	O	+ CH3O		= CH3	+ O2		1.199806e+06
  R424	O	+ CH4O		= CH3O	+ OH		1.188059e+06
  R408	O	+ CH		= CO	+ H		4.773395e+05
  R411	O	+ CH2		= CO	+ H	+ H	2.602881e+05
  R412	O	+ CH2		= CO	+ H2		1.583420e+05
  R425	O	+ CH4O2		= CH3O2	+ OH		3.260143e+04
  R414	O	+ CH3		= CH3O			2.581708e+04
  R402	O	+ C2H5		= C2H5O			1.699997e+04
  R403	O	+ C2H5		= C2H4O	+ H		1.630478e+04
  R409	O	+ CH2		= CH	+ OH		1.561729e+04
  R401	O	+ C2H4O		= C2H3O	+ OH		3.616894e+03
  R405	O	+ C2H5		= CH2O	+ CH3		3.273215e+03
  R404	O	+ C2H5		= C2H4	+ OH		1.699997e+03
  R398	O	+ C2H4		= CH3	+ CHO		3.504881e+02
  R400	O	+ C2H4		= CH2O	+ CH2		2.850414e+02
  M32	O	+ NO		= NO2			1.999619e+02
  M90	O	+ NO2		= NO	+ O2		1.765834e+02
  R396	O	+ C2H4		= C2H3O	+ H		1.406082e+02
  R406	O	+ C2H6		= C2H5	+ OH		1.159425e+02
  R439	O	+ HNO		= OH	+ NO		4.941422e+01
  R399	O	+ C2H4		= C2H2O	+ H2		2.008688e+01
  M33	O	+ NO2		= NO3			1.771378e+01
  R391	O	+ C2H2		= CO	+ CH2		1.693649e+00
  R443	O	+ NO3		= NO2	+ O2		5.453834e-01
  R407	O	+ CH		= OH	+ C		3.826366e-01
  R397	O	+ C2H4		= C2H3	+ OH		3.617124e-01
  M26	N	+ O		= NO			5.371895e-02
  R395	O	+ C2H3		= C2H2O	+ H		3.212567e-02
  R393	O	+ C2H3		= C2H3O			2.564112e-02
  R394	O	+ C2H3		= C2H2	+ OH		2.564112e-02
  R389	O	+ C2H		= CO	+ CH		1.053191e-02
  R390	O	+ C2H2		= H	+ C2HO		6.164133e-03
  R304	NH	+ O		= NO	+ H		2.583791e-03
  R305	NH	+ O		= OH	+ N		2.583791e-04
  R322	NH2	+ O		= H	+ HNO		2.015745e-04
  R430	O	+ CN		= CO	+ N		8.711969e-05
  R440	O	+ HNO4		= HNO3	+ O2		5.620334e-05
  R323	NH2	+ O		= OH	+ NH		3.130207e-05
  R324	NH2	+ O		= H2	+ NO		2.239717e-05
  R435	O	+ HCN		= H	+ CNO		8.423103e-06
  R436	O	+ HCN		= CO	+ NH		3.609902e-06
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.399514e-06
  R431	O	+ CNO		= CO	+ NO		1.389402e-06
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	9.267886e-07
  R438	O	+ HCNO		= CO2	+ NH		2.900224e-10
  R432	O	+ CNO		= CN	+ O2		4.951810e-12
  R437	O	+ HCNO		= CNO	+ OH		5.665186e-13
  M46	SO	+ O		= SO2			1.882825e-15
  R392	O	+ C2H2N		= CH2O	+ CN		7.816944e-16
  M49	SO2	+ O		= SO3			1.809395e-17
  R274	HSO3	+ O		= OH	+ SO3		1.692401e-17
  R266	HS	+ O		= H	+ SO		1.585704e-17
  R578	HSO	+ O		= OH	+ SO		5.545959e-18
  R231	H2S	+ O		= OH	+ HS		1.504339e-22
  R446	O	+ S2		= S	+ SO		1.098689e-29
  R553	SO2	+ O		= SO	+ O2		6.001183e-31
  R429	O	+ CN		= C	+ NO		8.781582e-32
  R475	OCS	+ O		= CO	+ SO		1.924664e-32
  R125	CS	+ O		= CO	+ S		9.213773e-38
  R555	SO3	+ O		= SO2	+ O2		6.686953e-47
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

CO				PRODUCTION RXS		INT RX RATE	TP = 2.01e+12

  P36	CO2			= CO	+ O		1.491109e+12
  R162	H	+ CHO		= CO	+ H2		3.492347e+11
  P37	CO2			= CO	+ O(1D)		1.555010e+11
  P21	CH2O			= CO	+ H2		6.126188e+09
  R118	CHO	+ O2		= CO	+ HO2		4.352913e+09
  R504	OH	+ CHO		= CO	+ H2O		2.359708e+09
  T46	CHO			= CO	+ H		5.047358e+08
  R426	O	+ CHO		= CO	+ OH		4.645296e+08
  R416	O	+ CH3		= CO	+ H2	+ H	4.848903e+07
  R561	CHO	+ CHO		= CH2O	+ CO		2.922977e+07
  R6	C	+ O2		= CO	+ O		2.405925e+07
  R71	CH3	+ CHO		= CH4	+ CO		2.578713e+06
  R123	CO2	+ CH2		= CH2O	+ CO		6.932299e+05
  R408	O	+ CH		= CO	+ H		4.773395e+05
  R411	O	+ CH2		= CO	+ H	+ H	2.602881e+05
  R412	O	+ CH2		= CO	+ H2		1.583420e+05
  R113	CHO	+ CH3O		= CH4O	+ CO		1.299410e+05
  T32	C2H3O			= CO	+ CH3		9.929969e+04
  R483	OH	+ C2H2O		= CO	+ CH3O		6.286525e+04
  R130	H	+ C2H2O		= CO	+ CH3		1.132654e+04
  P23	C2H4O			= CO	+ CH4		1.618746e+03
  R165	H	+ CO2		= CO	+ OH		1.341588e+03
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	1.109735e+03
  R200	H2	+ C2HO		= CH3	+ CO		4.628187e+02
  R112	CHO	+ C2H5		= C2H6	+ CO		1.697689e+02
  R110	CHO	+ C2H3O		= C2H4O	+ CO		6.050278e+01
  R60	CH3	+ C2H3O		= C2H6	+ CO		2.844382e+01
  R348	NO	+ CHO		= CO	+ HNO		1.517422e+01
  T48	CHO2			= CO	+ OH		2.809372e+00
  R391	O	+ C2H2		= CO	+ CH2		1.693649e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	6.781250e-02
  R369	NO2	+ CHO		= NO	+ CO	+ OH	4.831733e-02
  R296	N2O	+ C		= CO	+ N2		1.532910e-02
  R389	O	+ C2H		= CO	+ CH		1.053191e-02
  R50	CH2	+ CHO		= CO	+ CH3		1.659532e-03
  R171	H	+ HCNO		= CO	+ NH2		9.751797e-04
  R336	NO	+ C2HO		= CO	+ HCNO		9.748691e-04
  R109	CHO	+ C2H3		= C2H4	+ CO		1.312606e-04
  R430	O	+ CN		= CO	+ N		8.711969e-05
  R35	CH2	+ C2H2O		= C2H4	+ CO		5.413660e-05
  R331	NO	+ C		= CO	+ N		3.964139e-05
  R482	OH	+ C2H2		= CO	+ CH3		3.294934e-05
  R163	H	+ CNO		= CO	+ NH		6.997058e-06
  R436	O	+ HCN		= CO	+ NH		3.609902e-06
  R431	O	+ CNO		= CO	+ NO		1.389402e-06
  R477	OH	+ C2H		= CO	+ CH2		1.373309e-06
  P29	CH2O2			= H2O	+ CO		1.197899e-06
  R340	NO	+ CH		= CO	+ NH		4.655288e-07
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	3.172147e-07
  R117	CHO	+ CNO		= HCNO	+ CO		2.896286e-09
  R108	CHO	+ C2H		= C2H2	+ CO		4.177031e-10
  R515	OH	+ HCN		= CO	+ NH2		3.670767e-10
  R116	CHO	+ CN		= HCN	+ CO		4.588907e-11
  R421	O3	+ C2H2		= CO	+ CH2O2		1.540838e-11
  R355	NO2	+ C		= CO	+ NO		1.268405e-11
  R333	NO	+ C2H		= HCN	+ CO		2.365139e-13
  R350	NO	+ CNO		= CO	+ N2O		4.221936e-15
  R352	NO	+ CNO		= CO	+ N2	+ O	2.257558e-15
  R572	S	+ CO2		= SO	+ CO		1.889627e-16
  R375	NO2	+ CNO		= CO	+ NO	+ NO	6.020682e-17
  R568	NO2	+ CHO		= CO	+ HNO2		2.836960e-17
  R569	S	+ CHO		= HS	+ CO		5.679326e-18
  R543	SO	+ CHO		= HSO	+ CO		8.579569e-19
  R372	NO2	+ CN		= CO	+ N2O		3.543985e-19
  R267	HS	+ CHO		= H2S	+ CO		2.425986e-19
  R330	NH3	+ CNO		= CO	+ N2H3		1.797333e-22
  R124	CO2	+ CN		= CNO	+ CO		1.075017e-22
  R8	C	+ SO2		= CO	+ SO		1.621218e-24
  R546	SO2	+ C2H		= CO	+ OCS	+ H	2.036291e-30
  P31	OCS			= CO	+ S		1.988200e-30
  T30	C2H2O			= CO	+ CH2		2.869613e-31
  R475	OCS	+ O		= CO	+ SO		1.924664e-32
  R467	O(1D)	+ OCS		= CO	+ SO		6.558382e-37
  T14	CH2O			= CO	+ H2		4.719768e-37
  R125	CS	+ O		= CO	+ S		9.213773e-38
  T40	CNO			= CO	+ N		6.488107e-38
  T16	CH2O2			= CO	+ H2O		2.152079e-38
  R7	C	+ OCS		= CO	+ CS		3.899122e-39
  T35	C2H4O			= CH4	+ CO		8.896621e-41
  T29	C2HO			= CO	+ CH		4.011022e-45
  R538	S	+ OCS		= CO	+ S2		1.226817e-59
  T60	OCS			= CO	+ S		3.475489e-63

CO				LOSS RXS		INT RX RATE	TL = 2.01e+12

  M89	OH	+ CO		= CO2	+ H		1.159809e+12
  M39	OH	+ CO		= CHO2			4.822235e+11
  M12	H	+ CO		= CHO			3.673090e+11
  M31	O	+ CO		= CO2			3.932655e+08
  P35	CO			= C	+ O		2.405688e+07
  M6	CO	+ CH3		= C2H3O			7.239758e+03
  M5	CO	+ CH		= C2HO			8.484612e+02
  R122	CO	+ CH3		= C2H2	+ OH		4.990007e-35
  R121	CO	+ C2H4		= C2H3	+ CHO		1.209981e-60
  R120	CO	+ C2H2		= C2H	+ CHO		1.608613e-78
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 1.91e+12

  M17	H	+ O2		= HO2			1.575807e+12
  R645	O2	+ CHO2		= HO2	+ CO2		3.109309e+11
  R513	OH	+ H2O2		= H2O	+ HO2		2.078834e+10
  R118	CHO	+ O2		= CO	+ HO2		4.352913e+09
  R81	CH3O	+ O2		= CH2O	+ HO2		7.279526e+08
  R168	H	+ H2O2		= H2	+ HO2		2.146522e+08
  R434	O	+ H2O2		= OH	+ HO2		7.783606e+06
  R525	OH	+ O3		= HO2	+ O2		5.508656e+06
  R224	H2O2	+ CH3		= CH4	+ HO2		1.652550e+06
  R26	C2H5O	+ O2		= C2H4O	+ HO2		6.594292e+03
  R225	H2O2	+ CH3O		= CH4O	+ HO2		4.939915e+01
  R227	H2O2	+ CHO		= CH2O	+ HO2		2.100711e+01
  R223	H2O2	+ C2H5		= C2H6	+ HO2		1.067524e+01
  P18	HNO4			= NO2	+ HO2		6.364607e+00
  T13	HNO4			= HO2	+ NO2		2.075835e+00
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		7.882430e-01
  R524	OH	+ NO3		= HO2	+ NO2		2.352317e-02
  R221	H2O2	+ C2H3		= C2H4	+ HO2		5.405455e-04
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		1.678185e-04
  R273	HOSO	+ O2		= HO2	+ SO2		4.018474e-16
  R275	HSO3	+ O2		= HO2	+ SO3		3.187813e-16
  R556	SO3	+ OH		= HO2	+ SO2		2.848698e-45

HO2				LOSS RXS		INT RX RATE	TL = 1.91e+12

  R441	O	+ HO2		= OH	+ O2		9.955806e+11
  R180	H	+ HO2		= OH	+ OH		4.582283e+11
  R522	OH	+ HO2		= H2O	+ O2		2.719454e+11
  R182	H	+ HO2		= H2	+ O2		4.391355e+10
  R257	HO2	+ HO2		= H2O2	+ O2		3.825903e+10 (x2)
  P5	HO2			= O	+ OH		2.770148e+10
  M19	HO2	+ HO2		= H2O2	+ O2		1.430648e+10 (x2)
  R181	H	+ HO2		= O	+ H2O		1.018285e+10
  R254	HO2	+ CH3O2		= CH4O2	+ O2		1.255189e+08
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.316560e+06
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.293840e+04
  R259	HO2	+ NO		= OH	+ NO2		6.861243e+02
  R250	HO2	+ C2H5		= C2H4	+ H2O2		4.286105e+02
  R251	HO2	+ C2H5		= C2H6	+ O2		4.286105e+02
  M20	HO2	+ NO2		= HNO4			1.344377e+01
  R252	HO2	+ CH2O		= CHO	+ H2O2		3.051708e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	6.781250e-02
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	3.498206e-02
  R255	HO2	+ CH4O		= CH3O	+ H2O2		4.049853e-03
  R258	HO2	+ NH2		= NH3	+ O2		3.509795e-04
  R248	HO2	+ C2H4		= C2H4O	+ OH		5.527874e-06
  R209	H2	+ HO2		= H2O2	+ H		1.195165e-06
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.482783e-09
  R244	HO2	+ C2H2		= C2H3	+ O2		2.426906e-14
  T2	HO2			= O2	+ H		5.422033e-16
  R570	S	+ HO2		= HS	+ O2		2.155287e-18
  R571	S	+ HO2		= SO	+ OH		2.155287e-18
  R263	HS	+ HO2		= OH	+ HSO		8.619275e-19
  R551	SO2	+ HO2		= HOSO	+ O2		2.412445e-21

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 1.69e+12

  M89	OH	+ CO		= CO2	+ H		1.159809e+12
  R645	O2	+ CHO2		= HO2	+ CO2		3.109309e+11
  R505	OH	+ CHO2		= CO2	+ H2O		1.554142e+11
  R454	O(1D)	+ CO2		= CO2	+ O		4.423984e+10
  R428	O	+ CHO2		= CO2	+ OH		1.420383e+10
  R427	O	+ CHO		= CO2	+ H		4.645296e+08
  M31	O	+ CO		= CO2			3.932655e+08
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	4.293840e+04
  T49	CHO2			= CO2	+ H		1.555229e+00
  R370	NO2	+ CHO		= NO	+ CO2	+ H	6.114974e-03
  R337	NO	+ C2HO		= HCN	+ CO2		3.147234e-04
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	4.566618e-05
  R360	NO2	+ C2HO		= CO2	+ HCNO		2.111868e-07
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.384752e-08
  R438	O	+ HCNO		= CO2	+ NH		2.900224e-10
  R351	NO	+ CNO		= CO2	+ N2		5.291131e-15
  R374	NO2	+ CNO		= CO2	+ N2O		7.595320e-16
  R373	NO2	+ CN		= CO2	+ N2		2.591945e-19
  R473	OCS	+ OH		= CO2	+ HS		4.014189e-34
  T15	CH2O2			= CO2	+ H2		2.866231e-39

CO2				LOSS RXS		INT RX RATE	TL = 1.69e+12

  P36	CO2			= CO	+ O		1.491109e+12
  P37	CO2			= CO	+ O(1D)		1.555010e+11
  R454	O(1D)	+ CO2		= CO2	+ O		4.423984e+10
  R123	CO2	+ CH2		= CH2O	+ CO		6.932299e+05
  R165	H	+ CO2		= CO	+ OH		1.341588e+03
  R572	S	+ CO2		= SO	+ CO		1.889627e-16
  R124	CO2	+ CN		= CNO	+ CO		1.075017e-22

************************************************************

H2O				PRODUCTION RXS		INT RX RATE	TP = 1.32e+12

  R512	OH	+ H2		= H2O	+ H		5.074543e+11
  M18	H	+ OH		= H2O			3.262506e+11
  R522	OH	+ HO2		= H2O	+ O2		2.719454e+11
  R505	OH	+ CHO2		= CO2	+ H2O		1.554142e+11
  R513	OH	+ H2O2		= H2O	+ HO2		2.078834e+10
  R493	OH	+ CH2O		= CHO	+ H2O		1.887906e+10
  R181	H	+ HO2		= O	+ H2O		1.018285e+10
  R501	OH	+ CH4		= CH3	+ H2O		6.598653e+09
  R504	OH	+ CHO		= CO	+ H2O		2.359708e+09
  R167	H	+ H2O2		= OH	+ H2O		1.796872e+09
  R526	OH	+ OH		= H2O	+ O		1.394731e+09
  R502	OH	+ CH4O		= CH3O	+ H2O		5.660940e+08
  R503	OH	+ CH4O2		= CH3O2	+ H2O		1.067144e+08
  R499	OH	+ CH3O		= CH2O	+ H2O		1.941869e+06
  R496	OH	+ CH3		= CH2	+ H2O		6.537776e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		2.869529e+05
  R491	OH	+ C2H6		= C2H5	+ H2O		2.025102e+05
  R160	H	+ CH4O2		= CH3O	+ H2O		1.200440e+05
  R487	OH	+ C2H3O		= C2H2O	+ H2O		6.818892e+03
  R490	OH	+ C2H5		= C2H4	+ H2O		5.858440e+03
  R519	OH	+ HNO		= H2O	+ NO		2.179205e+01
  R520	OH	+ HNO2		= H2O	+ NO2		1.571563e+01
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	3.385010e+00
  M41	OH	+ HNO3		= H2O	+ NO3		1.906294e+00
  R177	H	+ HNO2		= H2O	+ NO		2.055853e-01
  R488	OH	+ C2H4		= C2H3	+ H2O		2.235885e-02
  R486	OH	+ C2H3		= C2H2	+ H2O		1.099059e-02
  R523	OH	+ NH3		= H2O	+ NH2		2.999658e-04
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	2.254191e-05
  R178	H	+ HNO3		= H2O	+ NO2		1.588868e-05
  R494	OH	+ CH2O2		= CHO2	+ H2O		8.348764e-06
  R517	OH	+ HCNO		= CNO	+ H2O		2.528040e-06
  P29	CH2O2			= H2O	+ CO		1.197899e-06
  R516	OH	+ HCN		= CN	+ H2O		6.455099e-07
  R309	NH	+ OH		= H2O	+ N		6.221960e-07
  R326	NH2	+ OH		= H2O	+ NH		4.961811e-07
  R325	NH2	+ O3		= H2O	+ NO2		2.472567e-08
  T24	CH4O2			= CH2O	+ H2O		2.538223e-12
  R320	NH2	+ NO		= H2O	+ N2		1.323124e-12
  R480	OH	+ C2H2		= C2H	+ H2O		6.751329e-13
  R321	NH2	+ NO2		= H2O	+ N2O		1.920026e-13
  R566	HSO3	+ OH		= H2O	+ SO3		1.536552e-17
  R574	HSO	+ OH		= H2O	+ SO		5.626227e-18
  P50	H2SO4			= SO3	+ H2O		1.576380e-18
  R232	H2S	+ OH		= H2O	+ HS		5.380578e-20
  T16	CH2O2			= CO	+ H2O		2.152079e-38
  T22	CH4O			= CH21	+ H2O		2.263812e-39
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

H2O				LOSS RXS		INT RX RATE	TL = 1.32e+12

  P6	H2O			= H	+ OH		1.321215e+12
  R166	H	+ H2O		= H2	+ OH		2.297279e+07
  R456	O(1D)	+ H2O		= OH	+ OH		1.660220e+07
  P73	H2O			= H	+ H	+ O	3.898940e+06
  P72	H2O			= H2	+ O(1D)		3.318549e+06
  R218	H2O	+ CH		= CH3O			1.778208e+03
  R215	H2O	+ C2H		= C2H2	+ OH		4.333986e-03
  R220	H2O	+ CNO		= HCNO	+ OH		2.573932e-06
  R217	H2O	+ C2H5		= C2H6	+ OH		1.317477e-06
  R219	H2O	+ CN		= HCN	+ OH		5.472274e-07
  R319	NH2	+ H2O		= OH	+ NH3		4.472389e-07
  R565	SO3	+ H2O		= H2SO4			6.403746e-16
  R287	N	+ H2O		= OH	+ NH		9.536639e-27
  R214	H2O	+ C		= CH	+ OH		1.654103e-32

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 1.19e+12

  M35	O	+ O2		= O3			1.185017e+12

O3				LOSS RXS		INT RX RATE	TL = 1.19e+12

  P4	O3			= O2	+ O(1D)		9.912610e+11
  P3	O3			= O2	+ O		1.610276e+11
  R192	H	+ O3		= OH	+ O2		3.269863e+10
  R444	O	+ O3		= O2	+ O2		2.293007e+07
  R525	OH	+ O3		= HO2	+ O2		5.508656e+06
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.316560e+06
  R470	O3	+ CH3		= CH3O	+ O2		1.027843e+05
  R465	O(1D)	+ O3		= O2	+ O2		3.638730e+02
  R466	O(1D)	+ O3		= O2	+ O	+ O	3.638730e+02
  T1	O3			= O2	+ O		2.907855e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		8.537438e+01
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	1.272205e+00
  R469	O3	+ C2H5		= C2H5O	+ O2		4.147592e-01
  R354	NO	+ O3		= NO2	+ O2		8.171961e-02
  R468	O3	+ C2H4		= CH2O	+ CH2O2		1.756102e-05
  R294	N	+ O3		= NO	+ O2		1.459365e-05
  R377	NO2	+ O3		= NO3	+ O2		1.958045e-06
  R325	NH2	+ O3		= H2O	+ NO2		2.472567e-08
  R421	O3	+ C2H2		= CO	+ CH2O2		1.540838e-11
  R537	S	+ O3		= O2	+ SO		8.368703e-19
  R545	SO	+ O3		= SO2	+ O2		6.858739e-19
  R269	HS	+ O3		= O2	+ HSO		3.254850e-21
  R271	HSO	+ O3		= HS	+ O2	+ O2	3.181483e-22
  R216	HSO	+ O3		= HOSO	+ O2		1.363493e-22
  R126	CS	+ O3		= O2	+ OCS		4.288531e-46
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

O(1D)				PRODUCTION RXS		INT RX RATE	TP = 1.16e+12

  P4	O3			= O2	+ O(1D)		9.912610e+11
  P37	CO2			= CO	+ O(1D)		1.555010e+11
  P2	O2			= O	+ O(1D)		1.066366e+10
  P72	H2O			= H2	+ O(1D)		3.318549e+06
  P11	N2O			= N2	+ O(1D)		1.921966e+05
  P17	HNO3			= HNO2	+ O(1D)		1.075404e-01

O(1D)				LOSS RXS		INT RX RATE	TL = 1.16e+12

  R458	O(1D)	+ N2		= O	+ N2		1.113167e+12
  R454	O(1D)	+ CO2		= CO2	+ O		4.423984e+10
  R456	O(1D)	+ H2O		= OH	+ OH		1.660220e+07
  R464	O(1D)	+ O2		= O	+ O2		3.963991e+06
  R455	O(1D)	+ H2		= H	+ OH		1.564050e+06
  M36	O(1D)	+ N2		= N2O			1.922169e+05
  R450	O(1D)	+ CH4		= CH3	+ OH		1.823190e+04
  R449	O(1D)	+ CH4		= CH3O	+ H		4.840328e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.210082e+03
  R465	O(1D)	+ O3		= O2	+ O2		3.638730e+02
  R466	O(1D)	+ O3		= O2	+ O	+ O	3.638730e+02
  R453	O(1D)	+ CH4O		= CH3O	+ OH		1.056193e+01
  R452	O(1D)	+ CH4O		= CH3O2	+ H		2.263270e+00
  R460	O(1D)	+ N2O		= NO	+ NO		3.166901e-01
  R459	O(1D)	+ N2O		= O2	+ N2		2.022449e-01
  R448	O(1D)	+ C2H6		= C2H5	+ OH		7.580842e-02
  R462	O(1D)	+ NO		= O2	+ N		5.019437e-06
  R447	O(1D)	+ C2H4		= C2H3	+ OH		7.508596e-07
  R463	O(1D)	+ NO2		= O2	+ NO		3.653232e-08
  R457	O(1D)	+ HCNO		= CO2	+ NH		1.384752e-08
  R461	O(1D)	+ NH3		= OH	+ NH2		1.269304e-12
  R467	O(1D)	+ OCS		= CO	+ SO		6.558382e-37

************************************************************

N2				PRODUCTION RXS		INT RX RATE	TP = 1.11e+12

  R458	O(1D)	+ N2		= O	+ N2		1.113167e+12
  P11	N2O			= N2	+ O(1D)		1.921966e+05
  R459	O(1D)	+ N2O		= O2	+ N2		2.022449e-01
  R296	N2O	+ C		= CO	+ N2		1.532910e-02
  R291	N	+ NO		= O	+ N2		2.262630e-08
  R298	N2O	+ CN		= N2	+ CNO		2.897272e-12
  R320	NH2	+ NO		= H2O	+ N2		1.323124e-12
  R201	NH	+ NO		= OH	+ N2		5.974650e-14
  M25	N	+ N		= N2			1.973840e-14
  R351	NO	+ CNO		= CO2	+ N2		5.291131e-15
  R352	NO	+ CNO		= CO	+ N2	+ O	2.257558e-15
  R284	N	+ CN		= C	+ N2		3.990120e-16
  R289	N	+ NH		= N2	+ H		1.299472e-16
  R373	NO2	+ CN		= CO2	+ N2		2.591945e-19
  T4	N2O			= N2	+ O		1.637590e-23
  P67	N2H2			= N2	+ H2		1.324570e-45
  R643	N2H3	+ N2H3		= NH3	+ NH3	+ N2	3.485709e-46

N2				LOSS RXS		INT RX RATE	TL = 1.11e+12

  R458	O(1D)	+ N2		= O	+ N2		1.113167e+12
  M36	O(1D)	+ N2		= N2O			1.922169e+05
  R5	C	+ N2		= CN	+ N		3.119614e-33
  P39	N2			= N	+ N		0.000000e+00

************************************************************

H2				PRODUCTION RXS		INT RX RATE	TP = 4.99e+11

  R162	H	+ CHO		= CO	+ H2		3.492347e+11
  M13	H	+ H		= H2			7.035861e+10
  R182	H	+ HO2		= H2	+ O2		4.391355e+10
  R148	H	+ CH2O		= H2	+ CHO		2.892198e+10
  P21	CH2O			= CO	+ H2		6.126188e+09
  R168	H	+ H2O2		= H2	+ HO2		2.146522e+08
  R157	H	+ CH4		= CH3	+ H2		1.020371e+08
  R159	H	+ CH4O		= CH3O	+ H2		8.639891e+07
  R416	O	+ CH3		= CO	+ H2	+ H	4.848903e+07
  R166	H	+ H2O		= H2	+ OH		2.297279e+07
  R154	H	+ CH3O		= CH2O	+ H2		1.716540e+07
  P33	CH4			= CH21	+ H2		4.026159e+06
  P72	H2O			= H2	+ O(1D)		3.318549e+06
  R596	CH21	+ H2		= CH2	+ H2		4.807079e+05
  P34	CH4			= CH	+ H2	+ H	4.557916e+05
  R412	O	+ CH2		= CO	+ H2		1.583420e+05
  R161	H	+ CH4O2		= H2	+ CH3O2		1.448465e+05
  R134	H	+ C2H3O		= C2H2O	+ H2		6.857725e+04
  R137	H	+ C2H4O		= C2H3O	+ H2		4.511389e+04
  R142	H	+ C2H5O		= C2H4O	+ H2		1.719481e+04
  R146	H	+ CH2		= CH	+ H2		1.100825e+04
  R141	H	+ C2H5		= C2H4	+ H2		4.130689e+03
  R143	H	+ C2H6		= C2H5	+ H2		3.482659e+03
  R145	H	+ CH		= C	+ H2		2.376467e+03
  R172	H	+ HNO		= H2	+ NO		1.960607e+03
  R451	O(1D)	+ CH4		= CH2O	+ H2		1.210082e+03
  R399	O	+ C2H4		= C2H2O	+ H2		2.008688e+01
  P64	C2H6			= C2H2	+ H2	+ H2	1.661267e+00 (x2)
  P62	C2H6			= C2H4	+ H2		8.613978e-01
  R481	OH	+ C2H2		= C2HO	+ H2		3.482857e-02
  P58	C2H4			= C2H2	+ H2		2.688107e-02
  R132	H	+ C2H3		= C2H2	+ H2		2.330205e-02
  R176	H	+ HNO2		= H2	+ NO2		1.572322e-02
  R149	H	+ CH3		= CH2	+ H2		6.777195e-03
  R324	NH2	+ O		= H2	+ NO		2.239717e-05
  R135	H	+ C2H4		= C2H3	+ H2		4.948359e-06
  R282	N	+ CH3		= H2	+ HCN		1.459084e-06
  P69	CH5N			= HCN	+ H2	+ H2	4.386483e-07 (x2)
  R95	CH4	+ CH3		= H2	+ C2H5		4.748143e-08
  R186	H	+ NH3		= H2	+ NH2		3.490722e-09
